x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.18913866579532623,0.9644169211387634,4.31390612121163e-09,0.22635287046432495,0.9445119500160217,-0.019655214622616768,0.26164186000823975,0.865127682685852,-0.02951958402991295,0.27810171246528625,0.7943423986434937,-0.03913147374987602,0.29099953174591064,0.7372456789016724,-0.048323921859264374,0.2189674973487854,0.7856670022010803,-0.027977541089057922,0.22164765000343323,0.7116395831108093,-0.05339967831969261,0.22645868360996246,0.6638839244842529,-0.06771641224622726,0.22982843220233917,0.6162676215171814,-0.07855486869812012,0.18158294260501862,0.7854772210121155,-0.0313321053981781,0.20479045808315277,0.7874487638473511,-0.06053774431347847,0.2110389620065689,0.8520671129226685,-0.06350386887788773,0.20483161509037018,0.8650765419006348,-0.062387432903051376,0.14842727780342102,0.8081589341163635,-0.0372890830039978,0.17600077390670776,0.8159195780754089,-0.06932983547449112,0.18731507658958435,0.873704731464386,-0.05734596028923988,0.182883620262146,0.8818450570106506,-0.04496343433856964,0.11750491708517075,0.8430696129798889,-0.04496367648243904,0.14446306228637695,0.8482180833816528,-0.06801614910364151,0.15836937725543976,0.8886644840240479,-0.05924716964364052,0.15511293709278107,0.8965513706207275,-0.04953869804739952,accelerate
0.2189355343580246,0.9119729995727539,3.958804128956217e-08,0.2542024552822113,0.8677007555961609,-0.02063455618917942,0.2701483368873596,0.7882218360900879,-0.034241411834955215,0.26198089122772217,0.7264344692230225,-0.04939838498830795,0.24940897524356842,0.6726017594337463,-0.06335019320249557,0.23916171491146088,0.6777946949005127,-0.021402228623628616,0.24210581183433533,0.5744544863700867,-0.047367244958877563,0.2420179843902588,0.5094891786575317,-0.06110965088009834,0.2367473840713501,0.4552548825740814,-0.0706389918923378,0.19975748658180237,0.6901291608810425,-0.025441374629735947,0.2158982902765274,0.6737620830535889,-0.061990540474653244,0.22741639614105225,0.7410518527030945,-0.06642982363700867,0.22156088054180145,0.7591291666030884,-0.0627831369638443,0.1664033681154251,0.7184810638427734,-0.03249240666627884,0.18487022817134857,0.7128663063049316,-0.06967706978321075,0.20374472439289093,0.7715199589729309,-0.05620725080370903,0.20129388570785522,0.7836604118347168,-0.04017268493771553,0.1351718008518219,0.7574102878570557,-0.04165535047650337,0.15557675063610077,0.7517602443695068,-0.06635041534900665,0.1761195808649063,0.7927525043487549,-0.05409819260239601,0.17618566751480103,0.8042445778846741,-0.03938082605600357,accelerate
0.21724849939346313,0.9105159640312195,3.507181745021626e-08,0.25775861740112305,0.8574005365371704,-0.025303183123469353,0.27617472410202026,0.7694056630134583,-0.041237227618694305,0.25921618938446045,0.6997502446174622,-0.05826805904507637,0.2419397383928299,0.6381692290306091,-0.07314105331897736,0.24967893958091736,0.6577011942863464,-0.021921241655945778,0.258613258600235,0.5428960919380188,-0.05090460926294327,0.2638885974884033,0.4753077030181885,-0.06528516858816147,0.25920501351356506,0.4167530834674835,-0.07512826472520828,0.2059931606054306,0.6696965098381042,-0.02622816525399685,0.22453099489212036,0.6371685862541199,-0.06955014169216156,0.2355245053768158,0.7108426690101624,-0.07627362757921219,0.22595463693141937,0.7276278138160706,-0.0722896084189415,0.1696261763572693,0.6949445605278015,-0.03416851535439491,0.1904602348804474,0.6778146624565125,-0.07990030199289322,0.2088824212551117,0.7477900981903076,-0.06623268127441406,0.20303209125995636,0.7593965530395508,-0.0475839264690876,0.13586482405662537,0.7293899059295654,-0.04427270218729973,0.1607227921485901,0.7171750664710999,-0.07445329427719116,0.17806756496429443,0.7660530209541321,-0.061507318168878555,0.17120376229286194,0.7769911289215088,-0.044976260513067245,accelerate
0.22237946093082428,0.9150112867355347,3.417965288576852e-08,0.2639046013355255,0.8572954535484314,-0.023241309449076653,0.2815128564834595,0.7709397077560425,-0.03741662576794624,0.26190540194511414,0.7054676413536072,-0.0532914400100708,0.23929327726364136,0.6481721997261047,-0.06758376210927963,0.2546193599700928,0.6576109528541565,-0.016873899847269058,0.2657311260700226,0.5451639890670776,-0.0444146990776062,0.272519052028656,0.4769277274608612,-0.059494197368621826,0.27011314034461975,0.41992703080177307,-0.06993120908737183,0.21115005016326904,0.6693851947784424,-0.02192062884569168,0.22566217184066772,0.6330114006996155,-0.06393860280513763,0.23766280710697174,0.7052863240242004,-0.07226714491844177,0.23079317808151245,0.7319512963294983,-0.06921090185642242,0.17385700345039368,0.6963294744491577,-0.03054235503077507,0.1924389898777008,0.674862802028656,-0.07431808114051819,0.21150457859039307,0.7424604296684265,-0.06302942335605621,0.2060120701789856,0.7616606950759888,-0.04586339741945267,0.13895365595817566,0.7342029213905334,-0.041184328496456146,0.1619316041469574,0.7198085784912109,-0.07013145834207535,0.1804986149072647,0.7646917104721069,-0.05863947421312332,0.1747487485408783,0.7779342532157898,-0.04324919730424881,accelerate
0.2107459008693695,0.927881121635437,2.6982862166846644e-08,0.2540946304798126,0.8689837455749512,-0.02517063543200493,0.27269870042800903,0.781194269657135,-0.04090818390250206,0.2522517144680023,0.7148854732513428,-0.05793315917253494,0.22704900801181793,0.6589539051055908,-0.07343878597021103,0.24578776955604553,0.6641659140586853,-0.02134186588227749,0.25917306542396545,0.550682783126831,-0.049566805362701416,0.26735180616378784,0.4809243381023407,-0.06437423825263977,0.26527300477027893,0.42372816801071167,-0.0743500217795372,0.19836285710334778,0.6764646768569946,-0.02616838365793228,0.21414673328399658,0.6407940983772278,-0.06966640800237656,0.2260846495628357,0.7188012599945068,-0.07759495824575424,0.21869038045406342,0.7491918802261353,-0.07351229339838028,0.15904253721237183,0.7053940296173096,-0.03445802628993988,0.18024873733520508,0.6886534690856934,-0.08021122217178345,0.19984792172908783,0.7594354152679443,-0.06943506747484207,0.19479791820049286,0.78031325340271,-0.05172033607959747,0.12308747321367264,0.7455905675888062,-0.044699449092149734,0.14763392508029938,0.7316957712173462,-0.0750080794095993,0.16815932095050812,0.7780420184135437,-0.06364726275205612,0.16453102231025696,0.7927835583686829,-0.04773872718214989,accelerate
0.2112783044576645,0.9478288888931274,2.29642616034198e-08,0.25317493081092834,0.8908056020736694,-0.025292187929153442,0.27495622634887695,0.8006502389907837,-0.04240156710147858,0.2567521035671234,0.7319614887237549,-0.06124727427959442,0.23304177820682526,0.6726973652839661,-0.07824670523405075,0.24917615950107574,0.6761623024940491,-0.021850673481822014,0.26451537013053894,0.5620343685150146,-0.05203961580991745,0.27352744340896606,0.4924449920654297,-0.06760023534297943,0.27269622683525085,0.4342961609363556,-0.07804368436336517,0.20046399533748627,0.687379002571106,-0.02749698795378208,0.21753056347370148,0.6571906805038452,-0.07351426780223846,0.22795021533966064,0.7369643449783325,-0.08207236975431442,0.21874761581420898,0.7608943581581116,-0.07814939320087433,0.16034255921840668,0.7152777910232544,-0.03673597797751427,0.18349841237068176,0.7036536335945129,-0.08456344157457352,0.20288927853107452,0.7770413756370544,-0.07266006618738174,0.19644740223884583,0.7929949164390564,-0.05402841791510582,0.12402095645666122,0.7546219825744629,-0.04808153957128525,0.15225079655647278,0.7448080778121948,-0.07912097126245499,0.17039531469345093,0.7936927676200867,-0.06669701635837555,0.1623527556657791,0.8056620955467224,-0.04986678063869476,accelerate
0.21134144067764282,0.9382891058921814,5.10082358573527e-08,0.2534242868423462,0.8775715827941895,-0.024341613054275513,0.27339404821395874,0.7890496253967285,-0.04007565602660179,0.2545953691005707,0.7215346693992615,-0.057626720517873764,0.22980104386806488,0.6646374464035034,-0.07327079027891159,0.24771663546562195,0.6624723076820374,-0.018615109845995903,0.2643358111381531,0.5484966039657593,-0.047209374606609344,0.2730916142463684,0.47937846183776855,-0.06266871094703674,0.27301985025405884,0.4215872585773468,-0.07343119382858276,0.19945128262043,0.6730955839157104,-0.023957783356308937,0.21596290171146393,0.6481319069862366,-0.06829265505075455,0.22654472291469574,0.7202710509300232,-0.07768423855304718,0.22016462683677673,0.7451779842376709,-0.07503310590982437,0.1590818613767624,0.7024285197257996,-0.032990314066410065,0.18224892020225525,0.6959352493286133,-0.07823195308446884,0.20027807354927063,0.7611647844314575,-0.06874754279851913,0.19485850632190704,0.7752828001976013,-0.052682939916849136,0.12291251122951508,0.7437098026275635,-0.04425061121582985,0.1492830067873001,0.7407317161560059,-0.07366371154785156,0.16674566268920898,0.782611072063446,-0.06365396827459335,0.16089463233947754,0.7898203730583191,-0.049137186259031296,accelerate
0.2134333699941635,0.9302390217781067,5.3617572604025554e-08,0.2578364312648773,0.8687967658042908,-0.026593606919050217,0.28115299344062805,0.7783325910568237,-0.045062605291604996,0.2650279700756073,0.7093071937561035,-0.06494816392660141,0.24126017093658447,0.6481893658638,-0.08292284607887268,0.2501753270626068,0.6538565754890442,-0.024272898212075233,0.2652781903743744,0.5393495559692383,-0.05642101168632507,0.27352750301361084,0.46866950392723083,-0.07394323498010635,0.2708946168422699,0.4091372489929199,-0.08593080937862396,0.2002263218164444,0.664954423904419,-0.0298889372497797,0.2235422432422638,0.6337160468101501,-0.07747229933738708,0.2360159307718277,0.712736964225769,-0.08750644326210022,0.22468677163124084,0.7354943752288818,-0.08465652167797089,0.15966510772705078,0.6926543116569519,-0.03917704522609711,0.1893371194601059,0.6849261522293091,-0.08751022815704346,0.20897158980369568,0.7556626200675964,-0.07644186168909073,0.19988806545734406,0.7683649063110352,-0.058745961636304855,0.12376925349235535,0.731838583946228,-0.05080987885594368,0.15765880048274994,0.7292864322662354,-0.08228261023759842,0.17617203295230865,0.7782490253448486,-0.0706588625907898,0.1663508117198944,0.7882359623908997,-0.05460401624441147,accelerate
0.21776603162288666,0.9346396923065186,5.005817982350891e-08,0.26147162914276123,0.8698133230209351,-0.02316306345164776,0.2838532328605652,0.7795796394348145,-0.04107655584812164,0.26903390884399414,0.7097614407539368,-0.06156071648001671,0.24248674511909485,0.6489585638046265,-0.08056896179914474,0.2540648877620697,0.6553435921669006,-0.019939152523875237,0.2698671519756317,0.5418916940689087,-0.0510592982172966,0.2785228490829468,0.47012871503829956,-0.06777039170265198,0.2763867676258087,0.409674733877182,-0.07933253049850464,0.20437419414520264,0.6665151715278625,-0.02722962200641632,0.2289571613073349,0.6357046365737915,-0.07110433280467987,0.2410835474729538,0.7171193361282349,-0.07826792448759079,0.22863267362117767,0.7382603883743286,-0.07458589971065521,0.16402658820152283,0.6949188113212585,-0.03823964297771454,0.19357386231422424,0.6840906143188477,-0.08407648652791977,0.21207605302333832,0.7569819688796997,-0.07043182104825974,0.20087668299674988,0.7703832387924194,-0.05210191383957863,0.12770000100135803,0.7356627583503723,-0.051503006368875504,0.1609911173582077,0.729880154132843,-0.08186902105808258,0.1794525682926178,0.7795944213867188,-0.0686798095703125,0.16864724457263947,0.7906910181045532,-0.052101001143455505,accelerate
0.21507465839385986,0.9274466037750244,4.0642493814857517e-08,0.25945374369621277,0.8662725687026978,-0.024933336302638054,0.2825571298599243,0.7750662565231323,-0.04221215471625328,0.2635044753551483,0.7047861814498901,-0.06141078472137451,0.23761850595474243,0.6441172361373901,-0.07890760898590088,0.2512480616569519,0.6506767868995667,-0.020937450230121613,0.2667006254196167,0.5382602214813232,-0.051095932722091675,0.2743963599205017,0.4691425859928131,-0.06751909106969833,0.2718599736690521,0.4102276861667633,-0.07920742779970169,0.20095957815647125,0.6613315343856812,-0.026910435408353806,0.22471576929092407,0.6356930136680603,-0.07111034542322159,0.23595941066741943,0.7125557661056519,-0.0801730751991272,0.22441211342811584,0.7320829629898071,-0.0778612270951271,0.16043110191822052,0.6903356313705444,-0.036506954580545425,0.18907450139522552,0.683785617351532,-0.08231605589389801,0.20850323140621185,0.752892255783081,-0.07108266651630402,0.1999436765909195,0.7644868493080139,-0.0543929748237133,0.1244761124253273,0.7313721776008606,-0.048408590257167816,0.15712477266788483,0.7295022010803223,-0.07920139282941818,0.17605097591876984,0.7760804295539856,-0.0681154653429985,0.1675572693347931,0.7848182916641235,-0.05293109640479088,accelerate
